,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre
2677,Rob Reiner,Columbia,Family Comedy,PG,North,1994-07-22,0,north,1481,Elijah Wood,88,1994,6353490,31455560.7525,64237516.8691,1.00037190258,0,Family
1119,John Schlesinger,Universal,Unknown,PG-13,Madame Sousatzka,1988-10-14,0,madamesousatzka,1740,Shirley MacLaine,122,1988,361490.04878,15538876.1394,1950311.93038,1.00037165543,1,Unknown
5135,Sidney Lumet,Paramount,Crime Drama,R,Serpico,1973-12-05,0,serpico,1770.89211467,Al Pacino,129,1973,5592739.53333,759089522.49,95274700.7001,1.00037144093,1,Crime
2515,John Schlesinger,Orion Pictures,Horror Thriller,R,The Believers,1987-06-12,0,believers,1534,Martin Sheen,115,1987,9554010.4,90766639.92,11392265.3852,1.00037142848,1,Horror
2599,David Zucker,Paramount,Comedy,PG-13,The Naked Gun: From the Files of Police Squad!,1988-12-02,0,nakedgun,1576,Leslie Nielsen,84,1988,19528385.5317,344898645.36,43288815.4166,1.00037135748,1,Comedy
2338,Andrew Scheinman,Columbia,Family Comedy,PG,Little Big League,1994-07-01,0,littlebigleague,1527,Luke Edwards,119,1994,6499073.76585,53724600.5803,64237516.8691,1.00037135355,1,Family
950,Robert M. Young,Triumph,Sports Drama,R,Triumph of the Spirit,1989-12-08,0,triumphofthespirit,1740,Willem Dafoe,120,1989,74718.6,1978780.76,248360.221635,1.00037111571,1,Sports
1101,Quentin Tarantino,Miramax,Crime,R,Reservoir Dogs,1992-10-23,1,reservoirdogs,1740,Harvey Keitel,99,1992,309380.15122,12402366.4293,20356379.1875,1.00037110889,0,Crime
1156,Coen brothers,Fox,Comedy Thriller,R,Barton Fink,1991-08-23,1,bartonfink,1740,John Turturro,116,1991,548631.757143,25682020.1248,3223396.04883,1.00037084356,1,Comedy
1022,Des McAnuff,Fox Searchlight,Period Comedy,R,Cousin Bette,1998-06-12,0,cousinbette,1740,Jessica Lange,108,1998,142666.747826,4506026.44525,565559.293624,1.00037080832,1,Period
1211,"Martin Scorsese, Francis Ford Coppola, Woody Allen",Buena Vista,Unknown,PG,New York Stories,1989-03-03,0,newyorkstories,1740,Nick Nolte,124,1989,951141.4,52095189.96,6538560.36251,1.000370779,1,Unknown
1099,John D. Hancock,DEG,Unknown,R,Weeds,1987-10-16,0,weeds,1740,Nick Nolte,115,1987,292534,11255148.96,10475352.1127,1.00037054452,1,Unknown
3103,Dominique Othenin-Girard,Galaxy International,Unknown,R,Halloween 5: The Revenge of Michael Myers,1989-10-13,0,halloween5,1483,Donald Pleasence,96,1989,11205541.6,56348509.36,9596774.19355,1.00037052159,0,Unknown
3342,Cheryl Dunye,Miramax,Comedy,PG-13,My Baby's Daddy,2004-01-09,0,mybabysdaddy,1447,Eddie Griffin,86,2004,10446591.4548,33838488.7616,15119110.6406,1.00037048379,0,Comedy
3034,Paul Verhoeven,TriStar,Thriller,R,Basic Instinct,1992-03-20,0,basicinstinct,1567,Michael Douglas,123,1992,31661005.6829,515565402.313,83121881.6821,1.00037046292,0,Thriller
3380,Mike Newell,Sony / Columbia,Crime Drama,R,Donnie Brasco,1997-02-28,0,donniebrasco,1503,Al Pacino,115,1997,22232145.1733,152357817.447,19122658.1423,1.00037033862,1,Crime
1090,Roger Donaldson,Magnolia,Period Drama,PG-13,The World's Fastest Indian,2005-12-07,0,worldsfastestindian,1740,Anthony Hopkins,127,2005,252859.2,9216651.06527,30465949.8208,1.00037027203,0,Period
2721,Stephen Frears,Sony / Columbia,Period Horror,R,Mary Reilly,1996-02-23,0,maryreilly,1470,Julia Roberts,108,1996,5484609,21701224.935,2723748.07434,1.00037010149,1,Period
2436,Alan Metter,Orion Pictures,Comedy,PG-13,Back to School,1986-06-13,0,backtoschool,1605,Rodney Dangerfield,96,1986,20594400.0811,490729395.998,61592297.0517,1.00037002119,1,Comedy
1021,Drake Doremus,Paramount Vantage,Romance,PG-13,Like Crazy,2011-10-28,0,likecrazy,1740,Anton Yelchin,89,2011,133739.392405,4005070.694,502683.44181,1.00036997011,1,Romance
2499,Michael Caton-Jones,Warner Bros.,Romantic Comedy,PG-13,Doc Hollywood,1991-08-02,0,dochollywood,1575,Michael J. Fox,104,1991,14814501.7429,228823387.709,28720008.2868,1.00036992498,1,Romantic
3115,John Milius,Paramount,War,PG-13,Flight of the Intruder,1991-01-18,0,flightoftheintruder,1489,Danny Glover,114,1991,11695628.8429,60878475.8506,61160058.7372,1.0003696534,0,War
2655,Nicholas Hytner,Sony / Columbia,Music Drama,PG-13,Center Stage,2000-05-12,0,centerstage,1506,Amanda Schull,115,2000,7454273.24151,45079037.9199,40081300.813,1.00036958578,0,Music
2618,Michael Apted,New Line,Thriller,R,Blink,1994-01-28,0,blink,1527,Madeleine Stowe,106,1994,9228892.8439,73118116.3826,9177167.67256,1.00036952286,1,Thriller
2823,Clive Barker,Fox,Horror,R,Nightbreed,1990-02-16,1,nightbreed,1488,Craig Sheffer,102,1990,7576789.62857,36984954.4787,4642032.199,1.00036947252,1,Horror
2404,Andy Wilson,Buena Vista,Crime Thriller,R,Playing God,1997-10-17,0,playinggod,1479,David Duchovny,94,1997,3693926.42667,15148321.099,1901285.16293,1.000369433,1,Crime
827,Todd Verow,Strand,Unknown,Unrated,Frisk,1996-03-22,0,frisk,1740,Parker Posey,87,1996,19714.5,332463.9825,41728.1177373,1.00036930588,1,Unknown
2828,Tom Holland,Columbia,Horror Comedy,R,Fright Night,1985-08-02,1,frightnight,1542,Chris Sarandon,106,1985,14999171.1257,149770234.113,18797902.0872,1.00036923946,1,Horror
2827,Craig Gillespie,Columbia,Horror Comedy,R,Fright Night,1985-08-02,1,frightnight,1542,Anton Yelchin,106,1985,14999171.1257,149770234.113,18797902.0872,1.00036923946,1,Horror
3027,Nick Castle,Buena Vista,Romantic Comedy,PG-13,Mr. Wrong,1996-02-16,0,mrwrong,1487,Ellen DeGeneres,97,1996,9958254.15,48767598.6525,6120888.05008,1.00036921788,1,Romantic
841,Sean McNamara,Urbanworld,Comedy,R,P.U.N.K.S.,2001-11-02,0,punks,1740,Tim Redwine,91,2001,21833.0357143,375788.716875,47165.8795665,1.00036905473,1,Comedy
2981,Stuart Orme,Buena Vista,Horror,R,The Puppet Masters,1994-10-21,0,puppetmasters,1481,Donald Sutherland,109,1994,8515246.1122,37868179.815,4752885.31568,1.00036900024,1,Horror
5140,Roman Polanski,Paramount,Crime Drama,R,Chinatown,1974-06-21,0,chinatown,1770.89211467,Jack Nicholson,131,1974,5592739.53333,663456444.446,83271618.2968,1.00036899438,1,Crime
2883,Chris Columbus,Fox,Romantic Comedy,PG-13,Only the Lonely,1991-05-24,0,onlythelonely,1521,John Candy,104,1991,12253042.8429,91106375.4476,11434900.1453,1.00036896507,1,Romantic
2377,,Buena Vista,Animation,G,DuckTales the Movie: Treasure of the Lost Lamp,1990-08-03,0,ducktalesthemovie,1549,,74,1990,7906604.82857,75601722.4644,9488892.58311,1.00036850301,1,Animation
1134,Christopher Ashley,Orion Classics,Comedy / Drama,R,Jeffrey,1995-08-04,0,jeffrey,1740,Steven Weber,92,1995,370953.306977,13886254.7636,1742888.37992,1.0003683872,1,Comedy
2798,John Guillermin,Columbia,Action / Adventure,PG,Sheena,1984-08-17,0,sheena,1496,Tanya Roberts,117,1984,7670296.4,39061666.28,4902683.88237,1.00036836472,1,Action
1190,Arne Glimpsher,Warner Bros.,Music Drama,R,The Mambo Kings,1992-02-28,0,mambokings,1740,Armand Assante,105,1992,669225.35122,29526123.519,3705876.22022,1.00036833688,1,Music
995,Robert Towne,Warner Bros.,Sports Drama,PG-13,Without Limits,1998-09-11,0,withoutlimits,1740,Billy Crudup,117,1998,104787.913043,2704682.53957,36503067.4847,1.00036802251,0,Sports
5319,Jeff Kanew,Universal,Unknown,PG,Eddie Macon's Run,1983-04-23,0,eddiemaconsrun,860.083333333,Kirk Douglas,95,1983,1.06274162786E+11,9672712.35509,23895582.3293,1.00036793438,1,Unknown
938,Alexander Payne,Miramax,Unknown,R,Citizen Ruth,1996-12-13,0,citizenruth,1740,Laura Dern,102,1996,52082.55,1084138.38,136072.072363,1.00036753344,1,Unknown
2732,Darren Aronofsky,Warner Bros.,Sci-Fi Fantasy,PG-13,The Fountain,2006-11-22,1,fountain,1472,Hugh Jackman,96,2006,4974686.64,17674923.024,41319444.4444,1.000367419,0,Sci-Fi
984,Gary Fleder,Miramax,Crime,R,Things to Do in Denver When You're Dead,1995-12-01,0,thingstodoindenverwhenyouredead,1740,Andy García,115,1995,88010.8465116,2109219.34896,264731.777445,1.00036738859,1,Crime
5374,Alan Rudolph,Orion Pictures,Unknown,R,Love at Large,1990-03-09,0,loveatlarge,1440.15384615,Tom Berenger,97,1990,2531168.2,5994094.3453,752324.046523,1.00036729751,1,Unknown
1107,Katt Shea,New Line,Thriller,R,Poison Ivy,1992-05-08,0,poisonivy,1740,Drew Barrymore,170,1992,250787.121951,8013300.60592,1005763.44035,1.00036728401,1,Thriller
1108,Kurt Voss,New Line,Thriller,R,Poison Ivy: The New Seduction,1992-05-08,0,poisonivy,1740,Jaime Pressly,170,1992,250787.121951,8013300.60592,1005763.44035,1.00036728401,1,Thriller
5377,Nicolas Roeg,Hemdale,Unknown,R,Cold Heaven,1992-05-29,0,coldheaven,1740,Theresa Russell,105,1992,25683.497561,434511.932873,54536.3290733,1.00036725832,1,Unknown
2956,John Schlesinger,Paramount,Thriller,R,Eye for an Eye,1996-01-12,0,eyeforaneye,1528,Sally Field,101,1996,13587685.8,102202032.172,12827533.2992,1.00036725218,1,Thriller
2676,Paul Verhoeven,Orion Pictures,Sci-Fi Action,R,RoboCop,1987-07-17,1,robocop,1580,Peter Weller,103,1987,17619186.2,258575456.04,27235915.493,1.00036723999,0,Sci-Fi
2325,Arthur Hiller,Warner Bros.,Family Comedy,PG,Carpool,1996-08-23,0,carpool,1487,Tom Arnold,90,1996,3175539.9,12645787.9275,1587188.81618,1.0003671042,1,Family
964,George Huang,Trimark,Unknown,R,Swimming with Sharks,1995-04-21,0,swimmingwithsharks,1740,Kevin Spacey,101,1995,69244.5906977,1524596.04214,191354.679938,1.00036692815,1,Unknown
1195,Martha Coolidge,New Line,Period Drama,R,Rambling Rose,1991-09-20,0,ramblingrose,1740,Laura Dern,112,1991,642746.185714,26152272.0059,131057268.722,1.00036684231,0,Period
2742,Reginald Hudlin,Fox,Sports Comedy,R,The Great White Hype,1996-05-03,0,greatwhitehype,1496,Damon Wayans,91,1996,6531487.95,30451389.6375,3821994.88471,1.00036683621,1,Sports
1219,Martin Scorsese,Universal,Unknown,R,The Last Temptation of Christ,1988-08-12,0,lasttemptationofchrist,1740,Willem Dafoe,163,1988,839607.409756,36670623.6047,4602595.1002,1.00036677525,1,Unknown
5365,Franc Roddam,Hemdale,Unknown,R,War Party,1989-04-23,0,warparty,1380.16666667,Billy Wirth,97,1989,2629018.33333,3180799.6,399222.061549,1.00036674589,1,Unknown
2381,"Don Bluth, Gary Goldman, Dan Kuenster",United Artists,Animation,G,All Dogs Go to Heaven,1989-11-17,0,alldogsgotoheaven,1577,Burt Reynolds,89,1989,10368234.8,131164130.68,16462626.4503,1.00036669963,1,Animation
946,Gregg Araki,Trimark,Unknown,R,The Doom Generation,1995-10-25,1,doomgeneration,1740,James Duval,72,1995,55494.6418605,1133847.83526,142311.189272,1.00036657713,1,Unknown
3040,Chris Columbus,Fox,Family Comedy,PG-13,Mrs. Doubtfire,1993-11-24,0,mrsdoubtfire,1605,Robin Williams,125,1993,42834806.6488,959926513.193,41176470.5882,1.00036648972,0,Family
2717,Bill Paxton,Lions Gate,Horror Thriller,R,Frailty,2002-04-12,0,frailty,1497,Bill Paxton,100,2002,6225906.87931,28690368.1375,14552529.1829,1.00036644286,0,Horror
1208,Richard Attenborough,Universal,Unknown,PG,Cry Freedom,1987-11-06,0,cryfreedom,1740,Denzel Washington,157,1987,701190.6,28555017.48,3583990.85463,1.00036634607,1,Unknown
1127,Bruce Beresford,MGM,Comedy / Drama,PG-13,Rich in Love,1993-03-05,0,richinlove,1740,Albert Finney,105,1993,293883.834146,9414955.11019,1181687.56196,1.00036633544,1,Comedy
1179,Robert Young,Miramax,Romance,PG,Jane Eyre,1996-04-12,0,janeeyre,1740,Samantha Morton,112,1996,526361.55,19775285.3025,40956022.9446,1.00036631051,1,Romance
1180,Franco Zeffirelli,Miramax,Romance,PG,Jane Eyre,1996-04-12,0,janeeyre,1740,Charlotte Gainsbourg,112,1996,526361.55,19775285.3025,40956022.9446,1.00036631051,1,Romance
2880,John Cherry III,Buena Vista,Family Comedy,PG,Ernest Goes to Camp,1987-05-22,0,ernestgoestocamp,1541,Jim Varney,92,1987,13578305.4,113785408.88,14281384.1005,1.00036629118,1,Family
2833,Tobe Hooper,TriStar,Sci-Fi Horror,R,Lifeforce,1985-06-21,1,lifeforce,1526,Steve Railsback,101,1985,10318396.2514,69731527.3583,8752108.24587,1.00036624754,1,Sci-Fi
3308,Jonathan Demme,Buena Vista,Period Drama,R,Beloved,1998-10-16,0,beloved,1501,Oprah Winfrey,172,1998,15230527.7348,79504623.0618,116809815.951,1.00036621794,0,Period
3188,Nora Ephron,TriStar,Romantic Comedy,PG,Sleepless in Seattle,1993-06-25,0,sleeplessinseattle,1579,Tom Hanks,105,1993,36106592.4732,554776361.028,34588235.2941,1.00036620587,0,Romantic
963,Michael Hoffman,Vestron,Unknown,R,Promised Land,1988-01-22,0,promisedland,1740,Kiefer Sutherland,102,1988,65712.3365854,1384737.18403,173800.746992,1.00036616838,1,Unknown
1202,Woody Allen,Miramax,Romantic Comedy,R,Mighty Aphrodite,1995-10-27,0,mightyaphrodite,1740,Woody Allen,93,1995,651469.423256,25753787.7862,3232403.50803,1.00036614332,1,Romantic
836,Jean-Luc Godard,Cannon Films,Unknown,PG,King Lear,1988-01-22,0,kinglear,1740,Peter Sellars,90,1988,18323.5317073,270734.054992,33980.2848454,1.00036604763,1,Unknown
2929,John Badham,Warner Bros.,Action,R,Point of No Return,1993-03-19,0,pointofnoreturn,1545,Bridget Fonda,109,1993,14984423.8098,131547654.511,16510752.8511,1.00036600441,1,Action
951,David Gordon Green,Sony Classics,Unknown,R,All the Real Girls,2003-02-14,0,alltherealgirls,1740,Paul Schneider,108,2003,56366.31,1124012.0034,141076.67408,1.00036582598,1,Unknown
2678,Michael Dinner,Buena Vista,Crime Comedy,PG-13,The Crew,2000-08-25,0,crew,1510,Richard Dreyfuss,88,2000,6559524.93962,34130007.064,52520325.2033,1.00036574266,0,Crime
5400,Darrell Roodt,Miramax,Drama,PG-13,"Cry, the Beloved Country",1995-12-15,0,crythebelovedcountry,1602.26666667,James Earl Jones,106,1995,303285.04186,2670443.86818,23425196.8504,1.00036567609,1,Drama
2712,John Carpenter,New Line,Horror,R,In the Mouth of Madness,1995-02-03,0,inthemouthofmadness,1510,Sam Neill,95,1995,6867605.59535,35532350.9467,12493438.3202,1.00036552285,0,Horror
3487,Jean-Jacques Annaud,Paramount,War,R,Enemy at the Gates,2001-03-16,0,enemyatthegates,1509,Jude Law,131,2001,21159300.4071,120663660.001,91383399.2095,1.00036536852,0,War
2703,George Roy Hill,Warner Bros.,Comedy,PG,Funny Farm,1988-06-03,0,funnyfarm,1557,Chevy Chase,101,1988,11835040.639,111835709.46,14036677.6815,1.00036524734,1,Comedy
2290,John Payson,Warner Bros.,Fantasy Comedy,PG-13,Joe's Apartment,1996-07-26,0,joesapartment,1512,Jerry O'Connell,80,1996,3616255.5,17563800.735,2204456.60113,1.00036512141,1,Fantasy
1165,David Lynch,October,Crime Thriller,R,Lost Highway,1997-02-21,1,losthighway,1740,Bill Pullman,135,1997,405567.066667,13360744.0443,1676930.49132,1.0003649834,1,Crime
1069,Tony Bill,Cineplex Odeon,Unknown,R,Five Corners,1988-01-22,0,fivecorners,1740,Tim Robbins,90,1988,164489.063415,4244460.61642,532729.639362,1.00036498276,1,Unknown
1249,Bob Fosse,Warner Bros.,Unknown,R,Star 80,1983-11-11,0,star80,1740,Eric Roberts,103,1983,1141876.21935,49585662.9591,6223584.61352,1.00036490282,1,Unknown
2647,Mark L. Lester,Columbia,Action Comedy,PG-13,Armed and Dangerous,1986-08-15,0,armedanddangerous,1552,John Candy,88,1986,10083299.4811,85745274.5916,10762023.4561,1.00036475832,1,Action
2771,Amy Heckerling,TriStar,Comedy,PG-13,Look Who's Talking Too,1990-12-14,0,lookwhostalkingtoo,1576,John Travolta,96,1990,16548450.2857,199436484.536,25031600.4648,1.00036460523,1,Comedy
2869,Roland Joffé,Buena Vista,Romance,R,The Scarlet Letter,1995-10-13,0,scarletletter,1510,Demi Moore,135,1995,8219013.46047,41336691.5455,71837270.3412,1.00036454396,0,Romance
2683,Arthur Hiller,Universal,Family,G,The Babe,1995-08-04,0,babe,1591,John Goodman,92,1995,17444427,253452665.34,31811268.023,1.00036454309,1,Family
2681,George Miller,Universal,Family,G,Babe: Pig in the City,1995-08-04,1,babe,1591,James Cromwell,92,1995,17444427,253452665.34,31811268.023,1.00036454309,1,Family
2682,Chris Noonan,Universal,Family,G,Babe,1995-08-04,0,babe,1591,James Cromwell,92,1995,17444427,253452665.34,31811268.023,1.00036454309,1,Family
1142,Sidney Lumet,MGM,Unknown,PG-13,Garbo Talks,1984-10-12,0,garbotalks,1740,Anne Bancroft,103,1984,330699.2,10097966.32,1267413.46442,1.00036451595,1,Unknown
2570,Russell Mulcahy,Warner Bros.,Action Thriller,R,Ricochet,1991-10-04,0,ricochet,1560,Denzel Washington,104,1991,9869412.61429,90794240.2422,11395728.8431,1.00036451016,1,Action
2863,Rod Lurie,DreamWorks,Drama / Thriller,R,The Contender,2000-10-13,0,contender,1516,Joan Allen,127,2000,8683445.66038,46839641.3477,27642276.4228,1.00036443161,0,Drama
2619,Scott Kalvert,MGM,Crime Drama,R,Deuces Wild,2002-05-03,0,deuceswild,1480,Stephen Dorff,97,2002,4001064.06207,13305365.5489,1669971.75329,1.00036436154,1,Crime
1060,Sean Penn,Miramax,Drama,R,The Crossing Guard,1995-11-17,0,crossingguard,1740,Jack Nicholson,111,1995,143274.027907,3459767.74774,23425196.8504,1.00036428204,1,Drama
2877,Michael Caton-Jones,Sony / Columbia,Thriller,R,Basic Instinct 2,2006-03-31,0,basicinstinct2,1453,Sharon Stone,113,2006,4225874.4,10404455.8464,147569444.444,1.00036425353,1,Thriller
2748,Nicholas Meyer,TriStar,Comedy,R,Volunteers,1985-08-16,0,volunteers,1560,Tom Hanks,107,1985,12709088.2286,119443300.093,14991518.3207,1.00036424619,1,Comedy
2594,Nadia Tass,Universal,Comedy,PG,Pure Luck,1991-08-09,0,pureluck,1561,Martin Short,96,1991,10236369,94490943.69,11859708.0241,1.00036424445,1,Comedy
1963,Peter Hewitt,Buena Vista,Family Adventure,PG,Tom and Huck,1995-12-22,0,tomandhuck,1609,Jonathan Taylor Thomas,92,1995,6405983.63721,95235685.3211,49973753.2808,1.00036410901,1,Family
5114,Arthur Hiller,Paramount,Romance,GP,Love Story,1970-12-16,1,lovestory,1770.89211467,Ryan O'Neal,100,1970,24905574.5714,3481145690.42,436924901.726,1.00036410298,1,Romance
3390,Billy Ray,Universal,Drama / Thriller,PG-13,Breach,2007-02-16,0,breach,1489,Chris Cooper,110,2007,13254825.6176,52905839.6006,6640278.82453,1.00036395889,1,Drama
2654,Peter Hall,Sony / Columbia,Romantic Thriller,R,Never Talk to Strangers,1995-10-20,0,nevertalktostrangers,1510,Antonio Banderas,86,1995,5793409.54884,27305596.8134,3427162.33717,1.00036391794,1,Romantic
2718,Tom Ropelewski,Orion Pictures,Comedy,PG-13,Madhouse,1990-02-16,0,madhouse,1552,Kirstie Alley,91,1990,10706238.4,87792026.5671,11018913.637,1.00036387658,1,Comedy
2844,John Harrison,Paramount,Horror,R,Tales from the Darkside: The Movie,1990-05-04,0,talesfromthedarkside,1535,Christian Slater,93,1990,10271681.8286,68126774.1381,8550692.84137,1.00036373392,1,Horror
1128,Neil Jordan,Warner Bros.,Fantasy Drama,R,The Butcher Boy,1998-04-03,0,butcherboy,1740,Stephen Rea,109,1998,252934.669565,6943846.05579,871534.240418,1.00036372424,1,Fantasy
1117,Robert Altman,PolyGram,Thriller,R,The Gingerbread Man,1998-01-23,0,gingerbreadman,1740,Kenneth Branagh,114,1998,220614.182609,5834798.98623,732335.788484,1.00036370326,1,Thriller
5129,Peter Bogdanovich,Warner Bros.,Comedy,G,"What's Up, Doc?",1972-03-09,0,whatsupdoc,1791.71085279,Barbra Streisand,94,1972,11916200.9195,1681204982.7,211011083.145,1.00036369559,1,Comedy
5143,Mark Robson,Universal,Action Thriller,PG,Earthquake,1974-11-15,0,earthquake,1698.0437316,Charlton Heston,123,1974,31072332.8732,1810114874.66,33793103.4483,1.00036368749,0,Action
1113,Miloš Forman,Orion Pictures,Unknown,R,Valmont,1989-11-17,0,valmont,1740,Colin Firth,137,1989,211217.6,5479422.08,687731.804622,1.00036352219,1,Unknown
878,Glenn Gordon Caron,TriStar,Unknown,PG-13,Wilder Napalm,1993-08-20,1,wildernapalm,1740,Debra Winger,109,1993,25275.4243902,371624.871363,46643.2599687,1.00036340806,1,Unknown
2957,Sidney J. Furie,Paramount,Sports Comedy,PG-13,Ladybugs,1992-03-27,0,ladybugs,1528,Rodney Dangerfield,89,1992,10840963.9317,64798609.2148,8132967.49972,1.000363171,1,Sports
2460,Christopher Leitch,Atlantic,Horror Comedy,PG,Teen Wolf Too,1987-11-20,0,teenwolftoo,1540,Jason Bateman,95,1987,5960152,38181322.52,4792194.17216,1.00036315804,1,Horror
2304,Christopher McQuarrie,Artisan,Action / Crime,R,The Way of the Gun,2000-09-08,1,wayofthegun,1515,Benicio del Toro,119,2000,3482150.90943,15870272.7818,117479674.797,1.00036309223,0,Action
1159,Clint Eastwood,Warner Bros.,Period Adventure,PG,White Hunter Black Heart,1990-09-14,0,whitehunterblackheart,1740,Clint Eastwood,112,1990,337990.714286,9678319.72979,1214742.83755,1.00036293351,1,Period
869,Tod Williams,Paramount Classics,Comedy / Drama,R,The Adventures of Sebastian Cole,1999-08-06,0,adventuresofsebastiancole,1740,Adrian Grenier,99,1999,21618.168,296942.055696,37269.6915056,1.00036264226,1,Comedy
2328,Andrew Fleming,Sony / Columbia,Comedy,PG-13,Dick,1999-08-03,0,dick,1522,Kirsten Dunst,94,1999,3792818.172,18442021.28,50000000,1.00036263975,1,Comedy
1067,Joe Roth,Universal,Comedy,PG-13,Coupe de Ville,1990-03-09,0,coupedeville,1740,Daniel Stern,99,1990,136607.9,2987987.01366,27314460.5968,1.00036218825,1,Comedy
1049,Tom Moore,Universal,Unknown,PG-13,"'night, Mother",1986-09-12,0,nightmother,1740,Sissy Spacek,96,1986,114007.32973,2376067.44727,298224.311519,1.00036216074,1,Unknown
1122,"Paul Auster, Wayne Wang",Miramax,Comedy,R,Blue in the Face,1995-10-13,0,blueintheface,1740,Harvey Keitel,90,1995,208244.581395,5050968.91457,633955.871475,1.00036203299,1,Comedy
2801,Ridley Scott,Buena Vista,Action Drama,PG-13,White Squall,1996-02-02,0,whitesquall,1524,Jeff Bridges,129,1996,7621602.3,39136470.75,4912072.83756,1.00036178503,1,Action
1079,Simon Langton,Warner Bros.,Romance,PG-13,Anna Karenina,1997-04-04,0,annakarenina,1740,Jacqueline Bisset,108,1997,143510.986667,3121164.49725,391742.737675,1.00036173937,1,Romance
1080,Bernard Rose,Warner Bros.,Romance,PG-13,Anna Karenina,1997-04-04,0,annakarenina,1740,Sophie Marceau,108,1997,143510.986667,3121164.49725,391742.737675,1.00036173937,1,Romance
1146,2 directors,Samuel Goldwyn,Drama,R,The Waterdance,1992-05-15,0,waterdance,1740,Eric Stoltz,106,1992,289445.253659,7546968.52062,947233.16117,1.00036172653,1,Drama
1485,Richard Brooks,Paramount,Drama,R,Looking for Mr. Goodbar,1977-10-19,0,lookingformrgoodbar,1740,Diane Keaton,135,1977,6008476.5,342417482.55,42977430.5275,1.00036164307,1,Drama
2731,Stephen Hopkins,Universal,Action Thriller,R,Judgment Night,1993-10-15,0,judgmentnight,1543,Emilio Estevez,110,1993,8556886.31707,54858350.0715,6885352.54203,1.00036159411,1,Action
2288,George Casey,Sony / Columbia,Family Adventure,PG,Alaska: Spirit of the Wild,1996-08-16,0,alaska,1566,Alaska,109,1996,5684234.4,44983419.0975,54608030.5927,1.00036158461,1,Family
2289,Fraser Clarke Heston,Sony / Columbia,Family Adventure,PG,Alaska,1996-08-16,0,alaska,1566,Thora Birch,109,1996,5684234.4,44983419.0975,54608030.5927,1.00036158461,1,Family
2994,Peter Kosminsky,Warner Bros.,Drama,PG-13,White Oleander,2002-10-11,0,whiteoleander,1510,Alison Lohman,110,2002,8295203.17241,35796674.7749,21167315.1751,1.00036134284,0,Drama
2867,Willard Huyck,Universal,Sci-Fi Comedy,PG,Howard the Duck,1986-08-01,1,howardtheduck,1554,Lea Thompson,111,1986,11757234.2919,87628649.8972,80346715.3285,1.00036128098,0,Sci-Fi
876,Morgan J. Freeman,Samuel Goldwyn,Unknown,R,Desert Blue,1999-06-04,0,desertblue,1740,Brendan Sexton III,90,1999,22465.872,296202.94704,37176.922722,1.00036117846,1,Unknown
2479,Martha Coolidge,Savoy,Fantasy Drama,PG,Three Wishes,1995-10-27,0,threewishes,1535,Patrick Swayze,115,1995,5190087.89302,27979475.5261,10931758.5302,1.00036105375,1,Fantasy
1132,Dennis Hopper,Orion Pictures,Romantic Thriller,R,The Hot Spot,1990-10-12,0,hotspot,1740,Don Johnson,130,1990,229184.057143,5400105.14776,677776.551113,1.00036077787,1,Romantic
2752,Volker Schlöndorff,Sony / Columbia,Crime Thriller,R,Palmetto,1998-02-20,0,palmetto,1505,Woody Harrelson,114,1998,5365769.72609,20452942.5208,2567074.13431,1.00036074001,1,Crime
2933,Clive Barker,MGM,Horror,R,Lord of Illusions,1995-08-25,0,lordofillusions,1533,Scott Bakula,121,1995,9578189.2186,52930637.5188,6643399.52081,1.00036067287,1,Horror
2755,Carl Reiner,Paramount,Comedy,PG,Summer Rental,1985-08-09,0,summerrental,1584,John Candy,86,1985,14106154.92,148372820.566,18622512.1662,1.00036061431,1,Comedy
2936,Luis Llosa,TriStar,Action,R,Sniper,1993-01-29,0,sniper,1551,Tom Berenger,100,1993,11960593.2439,83183698.5787,10440511.1495,1.00036056907,1,Action
2395,Glen Morgan,MGM (Weinstein),Horror,R,Black Christmas,2006-12-25,1,blackchristmas,1544,Katie Cassidy,100,2006,4914840.48,28355087.5344,3558887.81043,1.00036050004,1,Horror
1201,Sidney Lumet,Warner Bros.,Unknown,PG-13,Running on Empty,1988-09-09,0,runningonempty,1740,River Phoenix,116,1988,450255.380488,12415885.3957,1558339.45508,1.00036043343,1,Unknown
2723,E. Elias Merhige,Paramount,Thriller,R,Suspect Zero,2004-08-27,0,suspectzero,1500,Aaron Eckhart,100,2004,4769338.30645,16710794.4883,34017998.9412,1.00036033693,0,Thriller
1136,Héctor Babenco,Universal,Drama,R,At Play in the Fields of the Lord,1991-12-06,0,atplayinthefieldsofthelord,1740,Tom Berenger,180,1991,241388.085714,5616810.2953,10484581.4978,1.00036017944,1,Drama
2781,Gore Verbinski,Paramount,Comedy / Drama,R,The Weather Man,2005-10-28,0,weatherman,1510,Nicolas Cage,102,2005,5695598.39062,22434984.3142,26810035.8423,1.00036013534,0,Comedy
1232,Tim Robbins,Paramount,Comedy,R,Bob Roberts,1992-09-04,0,bobroberts,1740,Tim Robbins,102,1992,657677.926829,19617040.7679,33927298.6458,1.00036004691,1,Comedy
