,director,distributor,genre_bomojo,rating,title,releaseDate,isCult,canontitle,num_theaters,leadActor,runtime_mins,releaseYear,rev_opening_ADJ,rev_totalGross_ADJ,prod_budget_ADJ,CULT_INDEX,is_missing_prodbudgetADJ,genre,lifetimeRevenue
1679,Todd Holland,Universal,Family Adventure,PG,The Wizard,1989-12-15,1.0,wizard,1155.0,Fred Savage,100.0,1989,4713555.0,69109876.0,8674096.24619,0.00154957104857,1,Family,8436106.56021
1603,David S. Ward,MGM,Unknown,PG,Cannery Row,1982-02-12,0.0,canneryrow,700.0,Nick Nolte,115.0,1982,4437931.03448,46406684.3804,113450777.202,0.00154935074613,1,Unknown,4813138.23169
1671,Rick Moranis,MGM,Unknown,PG,Strange Brew,1983-08-26,0.0,strangebrew,849.0,Rick Moranis,90.0,1983,5295766.97419,65660114.145,8241109.02233,0.00154733948544,1,Unknown,6957002.59378
1796,Christopher Cain,Warner Bros.,Music Drama,PG,Pure Country,1992-10-23,0.0,purecountry,993.0,George Strait,113.0,1992,5733281.56098,66410041.9935,8335232.85373,0.00154465410625,1,Music,8793945.34712
2265,Billy Crystal,Sony / Columbia,Romantic Comedy,PG-13,Forget Paris,1995-05-19,0.0,forgetparis,1069.0,Billy Crystal,101.0,1995,11598276.3907,132094234.32,16579362.6932,0.00154458775327,1,Romance,19150660.0134
1520,Jack Smight,Fox,Unknown,PG,Loving Couples,1980-10-24,0.0,lovingcouples,592.0,Shirley MacLaine,97.0,1980,3333597.3,30564516.51,3836200.83336,0.00154166456759,1,Unknown,3042458.99329
1385,Joel Schumacher,Buena Vista,Drama / Thriller,R,Veronica Guerin,2003-10-17,0.0,veronicaguerin,472.0,Cate Blanchett,94.0,2003,874124.68,3213568.5296,21989130.4348,0.00153676558895,0,Drama,634049.271935
1795,Daisy Mayer,New Line,Romantic Comedy,R,Woo,1998-05-08,0.0,woo,625.0,Jada Pinkett,80.0,1998,4695242.72609,28058327.2562,26282208.589,0.00153534122196,1,Romance,4505499.81529
2242,Sydney Pollack,Paramount,Romantic Comedy,PG,Sabrina,1995-12-15,0.0,sabrina,1821.0,Harrison Ford,127.0,1995,11100642.3767,213690930.78,90577427.8215,0.00153259681206,0,Romance,30980325.4047
5391,Gregg Araki,Strand,Unknown,Unrated,Totally F***ed Up,1994-08-19,0.0,totallyfedup,968.333333333,James Duval,78.0,1994,41950.6043478,442622.436908,55554.2566926,0.00153092039994,1,Unknown,62189.3065132
2113,Joel Schumacher,Warner Bros.,Horror Thriller,R,The Lost Boys,1987-07-31,1.0,lostboys,1027.0,Jason Patric,97.0,1987,11519899.6,155957224.28,19574450.3509,0.00153062793057,1,Horror,18108762.4474
1990,Jeff Pollack,New Line,Sports Drama,R,Above the Rim,1994-03-25,0.0,abovetherim,836.0,Duane Martin,98.0,1994,7824122.92683,70911380.4908,8900199.37537,0.00152319773998,1,Sports,9963185.79651
5315,Tim Hunter,Buena Vista,Unknown,PG,Tex,1982-07-30,0.0,tex,1091.0,Matt Dillon,103.0,1982,4047075.0878,64775429.2507,8130073.4112,0.00152157050485,1,Unknown,6718279.9022
2600,Martin Scorsese,Miramax,Crime Drama,R, Gangs of New York,2002-12-20,0.0,gangsofnewyork,1504.0,Leonardo DiCaprio,160.0,2002,14048818.0345,170280598.003,132295719.844,0.00151914186417,0,Crime,32098590.0179
1598,Simon Wells,Universal,Animation,G,Balto,1995-12-22,0.0,balto,1427.0,Voices of Kevin Bacon,74.0,1995,3032441.37209,45182409.8926,5670920.02424,0.00151374558414,1,Animation,6550421.9385
5280,James Bridges,Paramount,Romance,PG,Urban Cowboy,1980-06-06,0.0,urbancowboy,1350.0,John Travolta,134.0,1980,24905574.5714,510940145.43,64128975.4593,0.00151267941408,1,Romance,50860102.4324
1645,Richard Benjamin,Columbia,Sci-Fi Comedy,PG-13,My Stepmother Is an Alien,1988-12-09,0.0,mystepmotherisanalien,1106.0,Kim Basinger,107.0,1988,4325533.7561,60671124.6639,7614934.01561,0.00150924876642,1,Sci-Fi,7220306.97295
1681,Thomas Carter,Buena Vista,War Drama,PG-13,Swing Kids,1993-03-05,0.0,swingkids,542.0,Robert Sean Leonard,114.0,1993,4118310.01463,24664717.1808,3095704.47329,0.00150638501013,1,War,3362438.17643
1852,Amy Heckerling,Fox,Crime Comedy,PG-13,Johnny Dangerously,1984-12-21,0.0,johnnydangerously,1086.0,Michael Keaton,90.0,1984,7664139.6,115760910.2,14529346.1753,0.00150630940596,1,Crime,12537398.2069
1409,Doug Ellin,Orion Pictures,Comedy,R,Phat Beach,1996-08-02,0.0,phatbeach,408.0,Jermaine 'Huggy' Hopkins,88.0,1996,1284297.3,5260960.2825,660309.853118,0.00150387691563,1,Comedy,788021.425409
1526,Christopher Scott Cherot,Miramax,Romantic Comedy,R,Hav Plenty,1998-06-19,0.0,havplenty,413.0,,87.0,1998,2055536.71304,7946236.32125,997342.022749,0.00150302909375,1,Romance,1275976.50247
2145,Martin Brest,Universal,Action Comedy,R,Midnight Run,1988-07-22,0.0,midnightrun,1158.0,Robert De Niro,127.0,1988,11522919.0732,168225543.411,21114269.4997,0.00150035657285,1,Action,20020068.3743
1166,Robert Mandel,TriStar,Unknown,R,Touch and Go,1986-08-22,0.0,touchandgo,1740.0,Michael Keaton,101.0,1986,294361.248649,6743455.82586,846382.80331,0.00149266796925,1,Unknown,764527.476609
2439,Robert Altman,Paramount,Musical,PG,Popeye,1980-12-12,1.0,popeye,1740.0,Robin Williams,113.0,1980,20824716.0,542572872.93,68099266.0723,0.00149051703561,1,Music,54008893.4899
1844,Ted Demme,Miramax,Comedy / Drama,R,Beautiful Girls,1996-02-09,0.0,beautifulgirls,752.0,Matt Dillon,110.0,1996,5385490.5,40297978.5975,5057860.83654,0.00149043540867,1,Comedy,6036097.75218
5314,Robert Benton,MGM,Unknown,PG,Still of the Night,1982-11-19,0.0,stillofthenight,851.928571429,Meryl Streep,91.0,1982,4277282.36897,52345085.6516,113450777.202,0.00148988450614,1,Unknown,5429048.3441
1516,Gregg Champion,Fox,Action Comedy,PG-13,Short Time,1990-05-04,0.0,shorttime,557.0,Dabney Coleman,97.0,1990,2527445.32857,16737493.9802,2100747.77758,0.00148985522701,1,Action,2097398.892
2219,Doug McHenry,Gramercy,Romance,R,Jason's Lyric,1994-09-30,0.0,jasonslyric,804.0,Jada Pinkett Smith,120.0,1994,10719977.561,91315521.1507,11461153.8508,0.00148859640566,1,Romance,12830006.9331
1751,Herbert Ross,Fox,Unknown,PG,I Ought to Be in Pictures,1982-03-26,0.0,ioughttobeinpictures,662.0,Walter Matthau,108.0,1982,6421381.46897,60997087.216,7655841.46025,0.00148823128902,1,Unknown,6326403.54338
3007,John McTiernan,Paramount,Action Thriller,PG,The Hunt for Red October,1990-03-02,0.0,huntforredoctober,1225.0,Sean Connery,134.0,1990,35059177.2143,509191129.939,54628921.1936,0.00148570854692,0,Action,63807456.0633
1924,Bill Duke,New Line,Crime Drama,R,Deep Cover,1992-04-17,0.0,deepcover,901.0,Laurence Fishburne,107.0,1992,7222593.77561,72871035.0449,9146160.55201,0.00148281498173,1,Crime,9649503.00191
2275,Carl Reiner,Universal,Fantasy Comedy,PG,All of Me,1984-09-21,0.0,allofme,1192.0,Steve Martin,93.0,1984,15090004.8,246084712.64,30886508.1062,0.00148171435668,1,Fantasy,26652019.4915
1196,Stephen Milburn Anderson,Warner Bros.,Crime Drama,R,South Central,1992-09-18,0.0,southcentral,1740.0,Glenn Plummer,99.0,1992,308940.687805,6013667.22275,754785.669209,0.00148137510509,1,Crime,796323.25632
5298,Frank Perry,Paramount,Drama,PG,Mommie Dearest,1981-09-18,1.0,mommiedearest,1240.16666667,Faye Dunaway,129.0,1981,10627277.232,192192940.834,24122463.366,0.0014813219128,1,Drama,19523222.8465
1170,Dale Rosenbloom,Legacy,Family,PG,Shiloh,1997-04-25,0.0,shiloh,1740.0,Rod Steiger,93.0,1997,220620.4,3663813.70275,459851.457872,0.00147906555808,1,Family,567782.940988
2129,Carl Reiner,Universal,Crime Comedy,PG,Dead Men Don't Wear Plaid,1982-05-21,0.0,deadmendontwearplaid,882.0,Steve Martin,89.0,1982,12691302.269,159279016.55,19991371.9366,0.00147581386699,1,Crime,16519859.893
5193,George Roy Hill,Universal,Sports Comedy,R,Slap Shot,1977-02-25,1.0,slapshot,1698.0437316,Paul Newman,122.0,1977,15964417.3046,425880000.0,53452941.2491,0.0014757887644,1,Sports,40006093.1757
2318,Francis Veber,Buena Vista,Action Comedy,PG-13,Three Fugitives,1989-01-27,0.0,threefugitives,1153.0,Nick Nolte,96.0,1989,14156377.4,196440528.24,24655577.8916,0.00146910080599,1,Action,23979108.7019
1700,Karel Reisz,TriStar,Unknown,PG-13,Sweet Dreams,1985-10-04,0.0,sweetdreams,778.0,Jessica Lange,115.0,1985,5298233.34857,54596620.5063,6852509.71069,0.00146720926533,1,Unknown,6047874.07184
2221,Randal Kleiser,Buena Vista,Family Adventure,PG,White Fang,1991-01-18,0.0,whitefang,1108.0,Ethan Hawke,107.0,1991,11523168.8,145201087.518,24464023.4949,0.00146427416322,0,Family,18695370.8143
1925,Alan Parker,TriStar,Horror Thriller,R,Angel Heart,1987-03-06,1.0,angelheart,815.0,Mickey Rourke,113.0,1987,8115186.2,83178458.88,35616197.1831,0.00146028641978,0,Horror,9658154.40453
5183,Joe Camp,Fox,Family Adventure,G,For the Love of Benji,1977-01-01,0.0,fortheloveofbenji,1898.26482529,Patsy Garrett,85.0,1977,9161635.912,269703720.0,33850986.2114,0.00145678682239,1,Family,25335287.2926
3432,M. Night Shyamalan,Buena Vista,Horror,PG-13,The Sixth Sense,1999-08-06,0.0,sixthsense,2161.0,Bruce Willis,107.0,1999,45785045.592,864275063.776,57142857.1429,0.00145580739859,0,Horror,144039743.743
1683,Glenn Gordon Caron,Warner Bros.,Unknown,R,Clean and Sober,1988-08-12,0.0,cleanandsober,673.0,Michael Keaton,124.0,1988,4615680.05854,37986644.8497,4767762.84405,0.00145530422836,1,Unknown,4520688.1891
2267,Robert Towne,Warner Bros.,Romantic Thriller,R,Tequila Sunrise,1988-12-02,0.0,tequilasunrise,1115.0,Mel Gibson,116.0,1988,13290574.8585,180833370.103,22696696.8965,0.00145222383123,1,Romance,21520491.8374
827,Todd Verow,Strand,Unknown,Unrated,Frisk,1996-03-22,0.0,frisk,1740.0,Parker Posey,87.0,1996,19714.5,332463.9825,41728.1177373,0.00145171909784,1,Unknown,49798.6541085
2728,Barry Levinson,Warner Bros.,Drama / Thriller,R,Disclosure,1994-12-09,0.0,disclosure,1675.0,Michael Douglas,129.0,1994,21069395.3854,363549791.664,88326585.695,0.00144736912675,0,Drama,51079447.2702
2130,Mike Figgis,Paramount,Crime Thriller,R,Internal Affairs,1990-01-12,0.0,internalaffairs,975.0,Richard Gere,117.0,1990,10303182.6857,115742971.747,14527088.7552,0.00144380723317,1,Crime,14503914.4442
2078,Jeff Kanew,Buena Vista,Crime Comedy,PG,Tough Guys,1986-10-03,0.0,toughguys,856.0,Burt Lancaster,104.0,1986,10586657.9351,115389157.732,14482680.2745,0.00144358692251,1,Crime,13082043.3717
2018,Woody Allen,DreamWorks,Crime Comedy,PG,Small Time Crooks,2000-05-19,0.0,smalltimecrooks,865.0,Woody Allen,95.0,2000,6282377.98868,45250522.9864,34552845.5285,0.00144294209202,0,Crime,7841318.10672
963,Michael Hoffman,Vestron,Unknown,R,Promised Land,1988-01-22,0.0,promisedland,1740.0,Kiefer Sutherland,102.0,1988,65712.3365854,1384737.18403,173800.746992,0.00144126822686,1,Unknown,164793.83893
1912,Don Coscarelli,MGM,Fantasy,PG,The Beastmaster,1982-08-20,1.0,beastmaster,1013.0,Marc Singer,118.0,1982,8744620.61379,123042923.646,15443322.5627,0.00144063518821,1,Fantasy,12761579.6699
5165,Michael Ritchie,Paramount,Sports Comedy,PG,The Bad News Bears,1976-04-07,0.0,badnewsbears,1770.89211467,Walter Matthau,102.0,1976,19439783.0,537705703.813,67488381.8942,0.00144044141209,1,Sports,49588288.0789
5430,Richard Linklater,Paramount,Sports Comedy,PG, Bad News Bears,1976-04-07,0.0,badnewsbears,1770.89211467,Billy Bob Thornton,102.0,1976,19439783.0,537705703.813,67488381.8942,0.00144044141209,1,Sports,49588288.0789
1899,Franc Roddam,Paramount,Drama / Thriller,R,The Lords of Discipline,1983-02-18,0.0,lordsofdiscipline,800.0,David Keith,102.0,1983,8336250.50323,90294053.7028,11332952.9626,0.00143456073315,1,Drama,9567086.10688
1960,Simon Wincer,MGM,Western,PG-13,Quigley Down Under,1990-10-19,0.0,quigleydownunder,996.0,Tom Selleck,120.0,1990,7871432.95714,89362568.1929,11216041.5587,0.00142834494677,1,Western,11198149.0022
1491,Peter Bogdanovich,Buena Vista,Comedy,PG-13,Noises Off,1992-03-20,1.0,noisesoff,451.0,Carol Burnett,89.0,1992,2053867.8439,9985501.91714,1253293.97838,0.00142748275179,1,Comedy,1322269.27565
1959,Emile Ardolino,TriStar,Romantic Comedy,PG,Chances Are,1989-03-10,0.0,chancesare,837.0,Cybill Shepherd,108.0,1989,8061649.2,78788375.6,9888854.89354,0.00142532773395,1,Romance,9617541.95982
2094,Michael Rymer,Miramax,Crime Thriller,R,In Too Deep,1999-08-27,0.0,intoodeep,667.0,Omar Epps,97.0,1999,7242029.652,41258912.0898,5178465.18227,0.00142351483348,1,Crime,6876194.13495
1181,Anthony Minghella,Weinstein Company,Drama,R,Breaking and Entering,2006-12-15,0.0,breakingandentering,1740.0,Jude Law,120.0,2006,150806.04,1621249.1856,203485.609284,0.00142264805793,1,Drama,373306.420679
1886,Rob Reiner,MGM,Romantic Comedy,PG-13,The Sure Thing,1985-03-01,0.0,surething,1115.0,John Cusack,95.0,1985,7660179.87429,108985510.556,13678953.3922,0.00141348728668,1,Romance,12072737.0556
2200,Peter Hyams,MGM,Action Comedy,R,Running Scared,1986-06-27,0.0,runningscared,1376.0,Billy Crystal,122.0,1986,12122744.6108,207033224.653,25985091.1487,0.00140712033082,1,Action,23472028.7203
2198,Wayne Kramer,MGM,Action Comedy,R,Running Scared,1986-06-27,0.0,runningscared,1376.0,Paul Walker,122.0,1986,12122744.6108,207033224.653,25985091.1487,0.00140712033082,1,Action,23472028.7203
2199,Paul Glickler,MGM,Action Comedy,R,Running Scared,1986-06-27,0.0,runningscared,1376.0,Judge Reinhold,122.0,1986,12122744.6108,207033224.653,25985091.1487,0.00140712033082,1,Action,23472028.7203
1562,Mark Herman,Buena Vista,Comedy,PG-13,Blame It on the Bellboy,1992-03-06,0.0,blameitonthebellboy,462.0,Dudley Moore,78.0,1992,2775885.30732,13595801.6977,1706427.67905,0.00140381970815,1,Comedy,1800341.23591
2725,Tim Burton,Paramount (DreamWorks),Musical,R,Sweeney Todd: The Demon Barber of Fleet Street,2007-12-21,0.0,sweeneytodd,1249.0,Johnny Depp,116.0,2007,11735427.4853,84216386.2716,57404727.4481,0.00140270772286,0,Music,20560257.0812
2375,Gore Verbinski,DreamWorks,Comedy,PG,MouseHunt,1997-12-19,0.0,mousehunt,2152.0,Nathan Lane,97.0,1997,11559971.28,225093100.028,56348909.6573,0.0014022069577,0,Comedy,34882784.0876
1255,Joseph Ruben,New Century,Horror Thriller,R,The Stepfather,1987-01-23,1.0,stepfather,1740.0,Terry O'Quinn,89.0,1987,573291.4,12045501.6,1511851.63141,0.00140211452729,1,Horror,1398647.14854
1256,Nelson McCormick,New Century,Horror Thriller,R,The Stepfather,1987-01-23,1.0,stepfather,1740.0,Penn Badgley,89.0,1987,573291.4,12045501.6,1511851.63141,0.00140211452729,1,Horror,1398647.14854
2264,Jim Abrahams,Buena Vista,Comedy,PG,Big Business,1988-06-10,0.0,bigbusiness,1167.0,Lily Tomlin,97.0,1988,12791685.5268,175831904.294,22068954.9036,0.00140175678209,1,Comedy,20925280.8758
5111,Ted Post,Fox,Sci-Fi Adventure,G,Beneath the Planet of the Apes,1970-05-27,0.0,beneaththeplanetoftheapes,1898.26482529,James Franciscus,95.0,1970,19455583.9029,621640373.411,78023175.6381,0.00140095763349,1,Sci-Fi,51739957.9863
1889,Nima Nourizadeh,Fox,Drama / Thriller,PG,Project X,1987-04-17,0.0,projectx,1022.0,Thomas Mann,108.0,1987,7281967.0,89696264.24,11257925.6844,0.00139945206666,1,Drama,10414960.5704
1890,Jonathan Kaplan,Fox,Drama / Thriller,PG,Project X,1987-04-17,0.0,projectx,1022.0,Matthew Broderick,108.0,1987,7281967.0,89696264.24,11257925.6844,0.00139945206666,1,Drama,10414960.5704
1775,Ryan Fleck and Anna Boden,Focus Features,Drama,PG-13,It's Kind of a Funny Story,2010-10-08,0.0,itskindofafunnystory,742.0,Keir Gilchrist,101.0,2010,2214746.6,7699989.88,8731701.94812,0.00139923501132,0,Drama,2299421.63008
2763,Alan J. Pakula,Warner Bros.,Thriller,R,Presumed Innocent,1990-07-27,0.0,presumedinnocent,1349.0,Harrison Ford,127.0,1990,23940204.0429,360166100.288,45205051.6705,0.00139750585702,1,Thriller,45132920.1716
2672,Barbra Streisand,Columbia,Drama,R,The Prince of Tides,1991-12-27,0.0,princeoftides,1405.0,Nick Nolte,132.0,1991,20500913.0857,312108492.234,39173261.1849,0.00139514796981,1,Drama,40185539.2156
2424,F. Gary Gray,New Line,Comedy,R,Friday,1995-04-28,1.0,friday,865.0,Ice Cube,91.0,1995,13148033.9023,109359825.768,54658792.6509,0.00139405776974,0,Comedy,15854687.7779
2006,Hype Williams,Artisan,Crime Drama,R,Belly,1998-11-06,0.0,belly,600.0,Nas,95.0,1998,6443908.27826,33535784.0263,4209123.05832,0.00139280097952,1,Crime,5385049.05715
1430,Gus Van Sant,Fine Line,Comedy,R,Even Cowgirls Get the Blues,1994-05-20,0.0,evencowgirlsgettheblues,533.0,Uma Thurman,96.0,1994,1416700.30244,7483704.83743,939290.286858,0.00139249531815,1,Comedy,1051474.97095
2334,Joel Schumacher,Columbia,Drama,R,St. Elmo's Fire,1985-06-28,0.0,stelmosfire,1204.0,Rob Lowe,110.0,1985,15022739.16,227182445.935,28514050.2176,0.00139134917934,1,Drama,25165858.4653
5158,Guy Green,Paramount,Drama,R,Once Is Not Enough,1975-06-18,0.0,onceisnotenough,1770.89211467,Kirk Douglas,121.0,1975,10627277.232,288957786.589,36267596.0031,0.00139068345345,1,Drama,26172330.8472
1804,Martha Coolidge,TriStar,Comedy,PG,Real Genius,1985-08-09,1.0,realgenius,990.0,Val Kilmer,106.0,1985,6268744.11429,77835184.6132,9769222.18079,0.00138930372895,1,Comedy,8622097.67808
1038,Ted Demme,Lions Gate,Crime Drama,R,Monument Ave.,1998-09-25,0.0,monumentave,1740.0,Denis Leary,93.0,1998,77510.973913,1161163.0276,16061349.6933,0.00138248986752,0,Crime,186455.156738
2125,Wolfgang Petersen,Warner Bros.,Fantasy,PG,The NeverEnding Story,1984-07-20,0.0,neverendingstory,950.0,Barret Oliver,92.0,1984,11247139.8,136273542.08,17103916.0374,0.00138131056273,1,Fantasy,14759003.3559
2923,Joseph Ruben,Fox,Thriller,R,Sleeping with the Enemy,1991-02-08,0.0,sleepingwiththeenemy,1406.0,Julia Roberts,99.0,1991,28146369.2714,423999602.702,33201174.743,0.0013795008178,0,Thriller,54592082.8357
1004,Bruno Barreto,Fine Line,Unknown,R,Carried Away,1996-03-29,0.0,carriedaway,1740.0,Dennis Hopper,108.0,1996,69061.2,1106443.845,138871.633876,0.00137917384061,1,Unknown,165730.476767
2277,Howard Deutch,Universal,Comedy,PG,The Great Outdoors,1988-06-17,0.0,greatoutdoors,1223.0,Dan Aykroyd,91.0,1988,12809552.8537,181545793.8,30177514.7929,0.00137911150271,1,Comedy,21605275.4608
3034,Paul Verhoeven,TriStar,Thriller,R,Basic Instinct,1992-03-20,0.0,basicinstinct,1567.0,Michael Douglas,123.0,1992,31661005.6829,515565402.313,83121881.6821,0.0013760685556,0,Thriller,68270608.4006
994,Nick Cassavetes,Miramax,Unknown,R,Unhook the Stars,1996-11-01,0.0,unhookthestars,1740.0,Gena Rowlands,103.0,1996,64853.1,1036340.955,130072.901492,0.00137561111157,1,Unknown,155230.002265
1954,Richard Donner,Warner Bros.,Romantic Adventure,PG-13,Ladyhawke,1985-04-12,0.0,ladyhawke,1056.0,Matthew Broderick,121.0,1985,8458742.53714,110767141.616,13902567.3677,0.00137365668167,1,Romance,12270095.0641
1089,Daisy von Scherler Mayer,First Look,Unknown,R,Party Girl,1995-06-09,0.0,partygirl,1740.0,Parker Posey,94.0,1995,114207.781395,1880701.93986,236050.080908,0.00137206571886,1,Unknown,272659.012123
1640,Michael Apted,Paramount,Unknown,PG-13,Firstborn,1984-10-26,0.0,firstborn,800.0,Teri Garr,103.0,1984,4176156.4,42256719.44,5303708.69776,0.00136985475989,1,Unknown,4576582.17805
2423,Danny DeVito,Orion Pictures,Crime Comedy,PG-13,Throw Momma from the Train,1987-12-11,0.0,throwmommafromthetrain,1477.0,Billy Crystal,88.0,1987,16101531.6,280313304.48,35182598.9501,0.00136860871682,1,Crime,32548200.7333
2508,Peter Hyams,MGM,Sci-Fi Adventure,PG,2010,1984-12-07,0.0,2010,1126.0,Roy Scheider,116.0,1984,19222738.6,273108441.32,34278296.3916,0.00136655451054,1,Sci-Fi,29578804.0763
2196,Sidney Lumet,Fox,Thriller,R,The Morning After,1986-12-26,0.0,morningafter,955.0,Jane Fonda,103.0,1986,11756747.3189,135225395.157,16972360.0561,0.00136545780656,1,Thriller,15330941.9981
2283,Mike Nichols,Paramount,Comedy / Drama,R,Heartburn,1986-07-25,0.0,heartburn,843.0,Meryl Streep,109.0,1986,13410491.3027,136124139.014,17085159.3228,0.00136512828052,1,Comedy,15432835.5065
1223,Uli Edel,Cinecom,Drama,R,Last Exit to Brooklyn,1990-05-04,0.0,lastexittobrooklyn,1740.0,Jennifer Jason Leigh,103.0,1990,380970.385714,7219769.84592,906165.651797,0.00136481405965,1,Drama,904719.505396
1446,Jim Isaac,MGM,Unknown,R,The Horror Show,1989-04-28,0.0,horrorshow,444.0,Lance Henriksen,94.0,1989,1701365.6,8416261.48,1056336.53553,0.00136000512622,1,Unknown,1027356.47629
1489,Mark Pellington,Overture Films,Comedy,PG,Henry Poole Is Here,2008-08-15,0.0,henrypooleishere,527.0,Luke Wilson,100.0,2008,973067.467606,2681960.38179,336615.561803,0.00135942583319,1,Comedy,697122.478879
1809,"Jules Bass, Arthur Rankin, Jr.",Jensen Farley,Animation,G,The Last Unicorn,1982-11-19,1.0,lastunicorn,648.0,Mia Farrow,93.0,1982,6656896.55172,56506320.501,7092196.59319,0.00135862001628,1,Animation,5860637.00017
1968,William A. Fraker,Universal,Western,PG,The Legend of the Lone Ranger,1981-05-22,0.0,legendoftheloneranger,1018.0,Klinton Spilsbury,97.0,1981,9360462.22222,127418425.879,15992498.4603,0.00135831733123,1,Western,12943338.6699
1719,Nicolas Roeg,Warner Bros.,Family Adventure,PG,The Witches,1990-08-24,0.0,witches,879.0,Anjelica Huston,91.0,1990,4538006.94286,43237336.3871,5426786.90961,0.00135829937539,1,Family,5418131.38447
1049,Tom Moore,Universal,Unknown,PG-13,"'night, Mother",1986-09-12,0.0,nightmother,1740.0,Sissy Spacek,96.0,1986,114007.32973,2376067.44727,298224.311519,0.00135796108225,1,Unknown,269382.479344
1887,Emilio Estevez,Triumph,Comedy,PG-13,Men at Work,1990-08-24,0.0,menatwork,962.0,Charlie Sheen,98.0,1990,6505092.47143,67807064.4564,8510573.96137,0.00135780372847,1,Comedy,8496998.53687
1435,Bruno Barreto,Stratosphere,Action Drama,R,One Tough Cop,1998-10-09,0.0,onetoughcop,415.0,Stephen Baldwin,90.0,1998,1214909.34783,4254979.2135,534047.486597,0.00135514782499,1,Action,683248.430508
2132,Steve Rash,Buena Vista,Romantic Comedy,PG-13,Can't Buy Me Love,1987-08-14,0.0,cantbuymelove,1256.0,Patrick Dempsey,94.0,1987,10460410.4,153059351.72,19210735.4513,0.0013527102503,1,Romance,17772279.8892
5113,Brian G. Hutton,MGM,War,GP,Kelly's Heroes,1970-06-23,0.0,kellysheroes,1321.14798819,Clint Eastwood,144.0,1970,7925569.08,170135680.0,21354022.32,0.00135238497422,1,War,14160619.7276
2162,Michael Apted,TriStar,Action / Crime,R,Thunderheart,1992-04-03,0.0,thunderheart,1035.0,Val Kilmer,119.0,1992,9432611.34146,99238752.2445,12455615.9595,0.00134604324356,1,Action,13141087.3621
5189,Michael Anderson,Paramount,Horror Thriller,PG,Orca,1977-07-13,0.0,orca,1122.0,Richard Harris,92.0,1977,13924786.5299,223858559.34,28096865.6044,0.0013459570395,1,Horror,21028708.5168
1950,Marshall Brickman,Warner Bros.,Unknown,PG,Lovesick,1983-02-18,0.0,lovesick,718.0,Dudley Moore,96.0,1983,8561403.54194,77916210.5918,9779386.74606,0.00134300905976,1,Unknown,8255594.53015
1943,Michael Ritchie,Columbia,Comedy,R,The Survivors,1983-06-24,0.0,survivors,1006.0,Walter Matthau,102.0,1983,8427572.14839,107245535.9,13460564.2683,0.00134029159979,1,Comedy,11363176.5821
1840,Harold Becker,Warner Bros.,Sports Drama,R,Vision Quest,1985-02-15,1.0,visionquest,993.0,Matthew Modine,107.0,1985,6500367.34286,78082511.6793,9800264.13223,0.00133999631883,1,Sports,8649495.03228
1747,Irwin Winkler,Warner Bros.,Drama / Thriller,PG-13,Guilty by Suspicion,1991-03-15,0.0,guiltybysuspicion,817.0,Robert De Niro,105.0,1991,4654221.0,39563381.4086,4965661.84454,0.00133964139691,1,Drama,5093984.47864
1963,Peter Hewitt,Buena Vista,Family Adventure,PG,Tom and Huck,1995-12-22,0.0,tomandhuck,1609.0,Jonathan Taylor Thomas,92.0,1995,6405983.63721,95235685.3211,49973753.2808,0.00133954629218,1,Family,13807008.6111
1615,James Signorelli,New World,Unknown,PG-13,"Elvira, Mistress of the Dark",1988-09-30,0.0,elviramistressofthedark,627.0,Cassandra Peterson,96.0,1988,3473939.45854,24507854.2522,8047337.27811,0.0013390263367,1,Unknown,2916613.65978
1384,Karel Reisz,Orion Pictures,Drama / Thriller,R,Everybody Wins,1990-01-19,0.0,everybodywins,451.0,Nick Nolte,97.0,1990,1188899.95714,5727180.64286,718826.237037,0.00133847304246,1,Drama,717681.054812
2754,Clint Eastwood,Warner Bros.,Action,R,Sudden Impact,1983-12-09,0.0,suddenimpact,1530.0,Clint Eastwood,117.0,1983,26815436.5742,518169775.75,65036375.2806,0.00133818545947,1,Action,54902561.7889
1623,Francis Ford Coppola,TriStar,Drama,R,Gardens of Stone,1987-05-08,0.0,gardensofstone,612.0,James Caan,112.0,1987,3620293.6,25468307.48,3196565.6798,0.00133471378038,1,Drama,2957218.12325
1424,Sidney Lumet,Yari Film Group,Crime Drama,R,Find Me Guilty,2006-03-17,0.0,findmeguilty,439.0,Vin Diesel,124.0,2006,803621.28,2044955.5632,15347222.2222,0.00133469986118,0,Crime,470868.419566
2599,David Zucker,Paramount,Comedy,PG-13,The Naked Gun: From the Files of Police Squad!,1988-12-02,0.0,nakedgun,1576.0,Leslie Nielsen,84.0,1988,19528385.5317,344898645.36,43288815.4166,0.00133365209524,1,Comedy,41045457.915
2577,Howard Deutch,Warner Bros.,Comedy,PG-13,Grumpier Old Men,1995-12-22,0.0,grumpieroldmen,1995.0,Jack Lemmon,101.0,1995,15558104.0233,284744982.382,35738828.1644,0.00133001455398,1,Comedy,41281547.0425
1051,Mario Van Peebles,Sony Classics,Unknown,R, BAADASSSSS!,2004-05-28,0.0,baadasssss,1740.0,Mario Van Peebles,108.0,2004,62732.2548387,700403.359073,87908.7646387,0.0013287305066,1,Unknown,145036.413708
